0.00,0.90,0,0.8,0.9,0.70,1.82,30.00,100,0.04,0.02,0.52,0.02,60,
-1015.43,-976.1,-953.396,-943.613,-921.876,-918.232,-911.397,-910.63,-910.63,-904.727,-903.889,-902.202,-898.368,-894.553,-903.446,-891.272,-872.412,-845.506,-840.255,-835.244,-835.244,-833.386,-820.968,-795.141,-794.697,-785.979,-764.33,-752.949,-742.391,-664.834,-607.005,-586.957,-555.609,-539.48,-489.105,-422.038,-343.093,-309.509,-285.702,-267.484,-247.177,-238.725,-225.208,-212.838,-203.191,-196.187,-190.6,-179.541,-170.275,-162.696,-157.584,-152.425,-147.103,-142.046,-136.926,-133.178,-129.884,-127.686,-125.447,-124.258,
841,793,780,792,772,791,778,750,759,767,760,750,712,728,734,734,737,737,732,748,763,752,753,759,742,793,765,780,487,427,654,736,771,636,626,439,368,340,324,279,267,253,249,227,215,206,194,190,184,183,189,166,171,180,179,168,183,181,201,197,
