0.00,0.90,0,0.90,1.20,0.70,1.05,30.00,90.00,0.12,0.50,0.39,0.32,377,
-1078.95,-1054.55,-1044.09,-1027.2,-1024.72,-1022.25,-1020.72,-1012.09,-1011,-1006.77,-1003.47,-1002.45,-997.272,-989.312,-987.394,-969.096,-963.45,-960.47,-960.284,-957.001,-953.445,-947.447,-947.668,-944.98,-931.411,-927.293,-926.645,-922.83,-920.828,-916.555,-915.268,-914.343,-906.12,-905.797,-906.05,-906.057,-901.811,-900.018,-900.443,-900.443,-895.938,-892.373,-892.57,-899.678,-880.451,-874.099,-863.813,-860.5,-860.429,-860.425,-861.805,-855.446,-840.47,-840.604,-834.781,-835.006,-842.32,-838.31,-839.87,-824.824,-811.79,-800.509,-811.394,-802.115,-806.657,-799.638,-785.278,-768.593,-755.131,-746.819,-754.668,-736.257,-712.153,-707.095,-707.906,-703.403,-692.488,-692.488,-683.762,-680.181,-657.937,-641.071,-623.493,-618.421,-594.418,-586.213,-574.236,-572.525,-558.946,-557.639,-550.276,-554.801,-542.632,-535.064,-538.065,-538.214,-546.284,-546.263,-543.603,-537.909,-547.509,-546.803,-542.042,-530.962,-521.263,-514.498,-510.982,-512.87,-501.999,-489.545,-486.106,-490.521,-488.138,-482.921,-476.26,-473.725,-476.269,-475.155,-464.135,-462.094,-461.809,-457.029,-457.029,-454.979,-446.911,-445.907,-440.359,-431.795,-430.154,-427.667,-426.862,-427.875,-427.384,-424.326,-424.915,-424.297,-420.92,-420.92,-420.812,-419.889,-403.971,-408.032,-413.179,-414.902,-412.705,-414.138,-414.699,-411.943,-405.491,-408.535,-407.949,-410.202,-405.653,-395.023,-400.336,-398.876,-397.172,-398.969,-394.147,-395.434,-393.817,-388.131,-388.475,-391.495,-394.7,-390.2,-390.2,-392.748,-391.49,-404.06,-409.38,-408.484,-413.574,-414.861,-412.639,-412.614,-406.125,-404.79,-403.764,-398.022,-397.454,-396.582,-399.388,-399.272,-395.334,-397.266,-397.195,-395.488,-395.488,-401.572,-405.915,-403.38,-409.422,-401.41,-395.313,-395.313,-395.985,-395.985,-399.688,-398.863,-396.008,-396.502,-396.896,-395.187,-397.204,-392.727,-393.982,-390.671,-389.616,-389.616,-394.643,-393.776,-394.005,-396.133,-394.073,-392.038,-396.903,-400.436,-394.095,-399.783,-401.327,-400.821,-402.77,-393.345,-394.51,-391.935,-391.054,-388.812,-391.225,-391.225,-390.519,-392.105,-388.566,-388.566,-388.234,-388.699,-385.972,-388.646,-388.1,-389.36,-396.737,-401.125,-401.497,-399.643,-397.983,-414.602,-424.413,-431.967,-440.602,-452.987,-455.742,-468.315,-484.656,-498.981,-493.268,-504.78,-489.97,-507.153,-508.154,-512.383,-525.311,-519.534,-513.749,-497.284,-499.895,-498.621,-494.516,-494.505,-486.631,-501.292,-508.201,-515.5,-514.541,-509.622,-513.664,-500.676,-506.662,-508.448,-497.152,-494.237,-487.754,-488.011,-493.472,-493.777,-508.161,-495.177,-482.316,-479.848,-488.628,-488.822,-479.625,-490.066,-488.724,-493.253,-495.966,-499.177,-507.108,-504.6,-510.299,-505.636,-509.603,-505.762,-517.529,-514.08,-510.58,-510.821,-512.635,-520.076,-516.215,-502.816,-491.837,-491.673,-498.885,-502.889,-504.04,-501.394,-503.326,-510.863,-503.2,-497.012,-486.115,-490.987,-487.681,-492.847,-496.184,-494.102,-495.838,-491.357,-491.309,-481.454,-478.246,-477.586,-468.457,-469.637,-477.821,-475.237,-474.676,-471.485,-465.515,-455.037,-449.087,-449.914,-444.828,-427.781,-444.791,-447.229,-438.377,-440.969,-435.043,-434.076,-435.216,-436.158,-442.594,-439.623,-449.016,-450.179,-446.074,-452.663,-461.855,-463.322,-460.186,-455.864,-457.14,-455.785,-452.198,-451.948,-455.878,-449.333,-449.193,-450.783,-459.51,-466.332,-465.676,-461.932,-457.357,-454.454,-455.532,
942,922,916,915,917,911,903,907,893,905,920,922,927,912,912,918,918,918,915,906,900,924,906,912,918,887,898,914,902,904,901,908,902,912,887,898,912,899,900,921,914,895,909,884,903,908,899,901,911,909,906,899,898,911,896,902,911,909,906,911,916,902,923,907,914,915,918,892,893,900,929,912,899,909,917,913,909,925,910,908,916,918,935,924,911,898,897,897,914,922,906,906,891,903,904,902,898,912,932,903,903,897,907,898,914,906,900,901,902,914,923,913,920,911,919,907,890,920,900,913,906,903,916,916,899,910,904,897,918,911,903,918,917,899,907,908,915,910,913,888,902,906,901,912,910,913,916,924,914,897,902,907,907,915,910,905,906,890,902,906,908,909,908,902,908,906,919,920,924,919,911,912,895,910,913,916,889,920,913,919,910,906,898,907,892,902,906,889,888,903,890,911,919,893,896,907,902,911,919,910,915,910,913,911,920,912,901,915,914,900,901,901,904,909,917,918,923,919,907,906,910,922,902,905,911,921,900,915,912,911,896,902,893,899,895,894,887,903,896,898,899,897,897,899,904,883,915,911,906,903,884,857,850,872,859,854,863,877,864,879,857,861,847,863,859,866,877,873,866,861,869,869,874,863,876,867,877,870,872,874,846,860,855,872,864,856,857,871,858,872,876,855,869,854,858,867,868,876,872,873,856,876,873,880,857,864,854,877,864,864,868,877,866,879,869,876,870,857,885,881,875,875,849,874,875,858,858,872,875,863,876,872,861,870,875,856,868,874,864,881,861,857,861,861,881,858,848,856,826,850,852,859,867,854,855,876,869,863,864,858,880,877,874,861,865,875,866,877,875,854,863,864,868,850,854,863,863,
