0.00,0.90,0,0.90,1.20,0.70,1.05,30.00,90.00,0.2,0.3,0.5,0.50,144,
-1053.7,-1048.37,-1037.59,-1031.03,-1023.31,-1019.55,-1015.55,-1011.92,-1007.42,-1007.32,-1004.76,-996.551,-994.455,-987.549,-966.441,-963.968,-960.542,-948.042,-941.059,-940.835,-941.378,-938.385,-923.6,-917.862,-909.673,-909.273,-908.903,-895.545,-895.87,-895.489,-895.988,-896.895,-887.897,-881.558,-890.945,-865.733,-866.058,-853.805,-860.073,-850.672,-850.193,-849.686,-842.927,-842.031,-840.921,-834.85,-826.826,-827.153,-826.802,-828.147,-828.147,-830.38,-827.54,-822.162,-822.24,-820.553,-818.724,-818.258,-822.833,-822.812,-806.645,-806.629,-806.629,-795.737,-782.297,-774.791,-775.116,-775.117,-772.536,-770.335,-756.826,-756.895,-745.611,-748.608,-738.374,-749.659,-749.659,-751.841,-760.602,-749.579,-755.581,-757.474,-755.65,-755.304,-755.304,-761.903,-747.592,-748.131,-734.476,-743.957,-1072.95,-1056.1,-1064.2,-1047.01,-1052.39,-1038.34,-1013.74,-1012.31,-1005.65,-993.887,-986.88,-985.735,-978.138,-976.298,-973.511,-970.205,-969.432,-968.268,-958.177,-953.18,-942.989,-941.569,-941.738,-931.086,-925.483,-923.413,-921.136,-908.732,-908.363,-897.907,-896.765,-894.637,-893.665,-884.177,-883.835,-872.421,-871.041,-866.094,-855.191,-855.678,-849.414,-850.548,-843.625,-837.576,-802.926,-802.408,-794.31,-769.419,-763.478,-726.024,-730.966,-720.676,-712.726,-701.656,
954,923,925,895,911,908,902,922,909,907,910,923,901,894,900,904,909,902,912,911,892,910,912,903,909,905,905,902,904,913,909,905,894,898,917,901,903,921,915,905,895,891,893,901,912,917,921,942,923,964,975,970,974,980,896,879,865,870,843,956,962,963,975,978,935,913,905,919,920,971,986,994,996,996,997,998,999,1000,1000,1000,1000,1000,1000,1000,810,780,759,740,732,999,1000,998,1000,999,992,991,994,997,991,996,989,996,997,996,980,971,971,962,972,970,970,966,967,964,885,877,852,859,857,864,880,880,862,875,854,851,867,841,856,874,869,857,864,865,848,863,862,873,871,870,861,870,869,873,
