0.00,0.90,0,0.90,1.20,0.70,1.05,30.00,90.00,0.20,0.50,0.50,0.50,44,
-1053.7,-1048.37,-1037.59,-1031.03,-1023.31,-1019.55,-1015.55,-1011.92,-1007.42,-1007.32,-1004.76,-996.551,-994.455,-987.549,-966.441,-963.968,-960.542,-948.042,-941.059,-940.835,-941.378,-938.385,-923.6,-917.862,-909.673,-909.273,-908.903,-895.545,-895.87,-895.489,-895.988,-896.895,-887.897,-881.558,-890.945,-865.733,-866.058,-853.805,-860.073,-850.672,-850.193,-849.686,-842.927,-842.031,
954,923,925,895,911,908,902,922,909,907,910,923,901,894,900,904,909,902,912,911,892,910,912,903,909,905,905,902,904,913,909,905,894,898,917,901,903,921,915,905,895,891,893,901,
